iteration,score,best_so_far
0,1.1236040289148714,1.1236040289148714
1,1.179346180486512,1.1236040289148714
2,1.1466891285819518,1.1236040289148714
3,1.2153672268342186,1.1236040289148714
4,1.1458757911920214,1.1236040289148714
5,1.1804902246679847,1.1236040289148714
6,1.1090575948917498,1.1090575948917498
7,1.2292381236439118,1.1090575948917498
8,1.2294047438413935,1.1090575948917498
9,1.1436496957064544,1.1090575948917498
10,1.1384721518286722,1.1090575948917498
11,1.2279318865787505,1.1090575948917498
12,1.1389843590891002,1.1090575948917498
13,1.4894863302844952,1.1090575948917498
14,1.11196795897827,1.1090575948917498
15,1.0910075540436728,1.0910075540436728
16,1.0979571360648845,1.0910075540436728
17,1.1841931045702694,1.0910075540436728
18,1.087769761139034,1.087769761139034
19,1.0938877826615037,1.087769761139034
20,1.1053282732908738,1.087769761139034
21,1.1389825052965252,1.087769761139034
22,1.0807765627729171,1.0807765627729171
23,1.1478737956741263,1.0807765627729171
24,1.3147965149103857,1.0807765627729171
25,1.1684329549760142,1.0807765627729171
26,1.1012786884873706,1.0807765627729171
27,1.101119577046722,1.0807765627729171
28,1.1926782221890944,1.0807765627729171
29,1.1049528651359353,1.0807765627729171
30,1.132666975339366,1.0807765627729171
31,1.119261182646431,1.0807765627729171
32,1.1210677684102741,1.0807765627729171
33,1.080669703944911,1.080669703944911
34,1.1013460862772644,1.080669703944911
35,1.0791399073255337,1.0791399073255337
36,1.0808213507662114,1.0791399073255337
37,1.1517309540390999,1.0791399073255337
38,1.075326940391502,1.075326940391502
39,1.2513368084724847,1.075326940391502
40,1.1090328466919501,1.075326940391502
41,1.0775745787733293,1.075326940391502
42,1.0868349351103974,1.075326940391502
43,1.0718793785446337,1.0718793785446337
44,1.0807093114376762,1.0718793785446337
45,1.155825743178671,1.0718793785446337
46,1.1143027927763889,1.0718793785446337
47,1.0740658358895165,1.0718793785446337
48,1.0805138467158153,1.0718793785446337
49,1.0876561442645212,1.0718793785446337
50,1.175395320213787,1.0718793785446337
51,1.0674597484516815,1.0674597484516815
52,1.0798102003811672,1.0674597484516815
53,1.0769331090356287,1.0674597484516815
54,1.119045484137821,1.0674597484516815
55,1.2743973728151348,1.0674597484516815
56,1.0797183443941842,1.0674597484516815
57,1.0868510642680758,1.0674597484516815
58,1.0915144858457884,1.0674597484516815
59,1.1122246542747505,1.0674597484516815
60,1.075914382503032,1.0674597484516815
61,1.228172785853386,1.0674597484516815
62,1.1159485750201357,1.0674597484516815
63,1.0877996763108282,1.0674597484516815
64,1.0678402694809315,1.0674597484516815
65,1.1946568609837067,1.0674597484516815
66,1.0713198957736343,1.0674597484516815
67,1.1081757723072794,1.0674597484516815
68,1.14641656841227,1.0674597484516815
69,1.0988603233696195,1.0674597484516815
70,1.1173446006722036,1.0674597484516815
71,1.1041615897597845,1.0674597484516815
72,1.0756645293039397,1.0674597484516815
73,1.1317186970860547,1.0674597484516815
74,1.0952891364732054,1.0674597484516815
75,1.0768319524458485,1.0674597484516815
76,1.0793212176361133,1.0674597484516815
77,1.1190219907227883,1.0674597484516815
78,1.1269386756864093,1.0674597484516815
79,1.0696073126318382,1.0674597484516815
80,1.0963936408252921,1.0674597484516815
81,1.1405091553666262,1.0674597484516815
82,1.0738399321884,1.0674597484516815
83,1.0721363040794392,1.0674597484516815
84,1.1894585228100925,1.0674597484516815
85,1.0722410911970819,1.0674597484516815
86,1.22850062763773,1.0674597484516815
87,1.0779541594964017,1.0674597484516815
88,1.0861258741592288,1.0674597484516815
89,1.0768974031547678,1.0674597484516815
90,1.1097581221469663,1.0674597484516815
91,1.074057958321747,1.0674597484516815
92,1.0797130474931131,1.0674597484516815
93,1.0841582826706622,1.0674597484516815
94,1.0725947889169622,1.0674597484516815
95,1.1171407040429118,1.0674597484516815
96,1.0798956804577051,1.0674597484516815
97,1.0770560549110233,1.0674597484516815
98,1.092920570272265,1.0674597484516815
99,1.0770158194921107,1.0674597484516815
