learner,tuner,rep,pehe,pehe_plug,dimension,final_tuning_mse
x_cb,random,19,0.1490171312142151,0.3763337914514196,6d,1.2042511984788111
x_cb,random,20,0.1313196415847869,0.2581770596098888,6d,1.1353428122740006
x_cb,random,21,0.171454016747315,0.6109070155304059,6d,1.1365304124440134
x_cb,random,22,0.125492753347286,0.2670989804664996,6d,1.0975962579448788
x_cb,random,23,0.1243356538235702,0.3522837125826714,6d,1.1685430683574185
x_cb,random,24,0.1014131987871962,0.176873942573328,6d,1.2362980756159196
x_cb,random,25,0.2678374545507875,0.5203608518699255,6d,1.0900840667035412
x_cb,random,26,0.1786295390453706,0.3890163727916395,6d,1.157956548088009
x_cb,random,27,0.1859581358497894,0.2596461855338196,6d,1.162211332037275
x_cb,random,28,0.268698907646917,0.3910525938699976,6d,1.0638208846371962
x_cb,random,29,0.1162809701518681,0.5212063633004684,6d,1.1613636024954077
x_rf,bayes,0,0.16579323359663,0.266394032439808,1d,1.1781405706234993
x_rf,bayes,1,0.3002209143493462,0.4097244951665687,1d,1.141406184954499
x_rf,bayes,2,0.1026037187624022,0.2453314858789392,1d,1.2617232011372066
x_rf,bayes,3,0.2722459750893135,0.3417286319806346,1d,1.1885503105616504
x_rf,bayes,4,0.1338193717647784,0.3032501223806263,1d,1.228742783224071
x_rf,bayes,5,0.1165382285356931,0.2842829385979278,1d,1.2145392519481308
x_rf,bayes,6,0.1718924641927267,0.3655398435598065,1d,1.1683348825679214
x_rf,bayes,7,0.1083597009105018,0.2367655010724937,1d,1.2396710015849457
x_rf,bayes,8,0.1735367163492621,0.4736345640129087,1d,1.2395131708285625
x_rf,bayes,9,0.1682925344460148,0.3234296958668593,1d,1.218600485653729
x_rf,bayes,10,0.1486761505483264,0.3725151776916079,1d,1.1823357896609377
x_rf,bayes,11,0.0872140838019462,0.204029252257835,1d,1.1832861257119152
x_rf,bayes,12,0.1432801962056982,0.3499834656801411,1d,1.3025466705045112
x_rf,bayes,13,0.1416970248682955,0.2577280641983677,1d,1.1753473509228545
x_rf,bayes,14,0.0999692988405472,0.4432700056192886,1d,1.1930626936004078
x_rf,bayes,15,0.1064949911253184,0.2249298213672264,1d,1.2581138044459887
x_rf,bayes,16,0.1674176170012982,0.2160369642828624,1d,1.2787174616148145
x_rf,bayes,17,0.1451868745757626,0.2349034695061976,1d,1.2127156899336429
x_rf,bayes,18,0.0868923697673485,0.2772522211409595,1d,1.244511761367059
x_rf,bayes,19,0.1193158044297079,0.260541373779608,1d,1.2796364890197798
x_rf,bayes,20,0.0964629040661583,0.1401221128652683,1d,1.2772312909092003
x_rf,bayes,21,0.1403797534372003,0.4417009934395629,1d,1.2661382499130431
x_rf,bayes,22,0.1622475318775615,0.3024205734915739,1d,1.237373536389419
x_rf,bayes,23,0.1213367056335379,0.363058478439312,1d,1.2130959328254354
x_rf,bayes,24,0.1187063799129124,0.2072464331476251,1d,1.2840588887898
x_rf,bayes,25,0.2256250732519825,0.3435977304729034,1d,1.1758009648775014
x_rf,bayes,26,0.1547015953620785,0.1720224345509057,1d,1.2476921915315613
x_rf,bayes,27,0.2199795838538787,0.2008637991665556,1d,1.24930321989508
x_rf,bayes,28,0.2177779204584765,0.2331336367168906,1d,1.1710531753436084
x_rf,bayes,29,0.1742439172850445,0.375344209268052,1d,1.2231405958086825
x_rf,random,0,0.16579323359663,0.266394032439808,1d,1.1781405706234993
x_rf,random,1,0.3002209143493462,0.4097244951665687,1d,1.141406184954499
