learner,tuner,rep,pehe,pehe_plug,dimension,final_tuning_mse
x_rf,random,20,0.0890375196758289,0.1171268193612765,2d,1.2749115623735874
x_rf,random,21,0.1403797534372003,0.4417009934395629,2d,1.2661382499130431
x_rf,random,22,0.164979231280991,0.242620740661,2d,1.2206031082929634
x_rf,random,23,0.1162197792793976,0.3422876051550673,2d,1.2032713637635988
x_rf,random,24,0.1255468262703983,0.2134195249842603,2d,1.2869256156507356
x_rf,random,25,0.1987294462575109,0.2394447506061455,2d,1.148228759054332
x_rf,random,26,0.138853639539219,0.1724497314916952,2d,1.2501937651498032
x_rf,random,27,0.2100075911240751,0.2089124544373682,2d,1.2535091854146017
x_rf,random,28,0.214786121490765,0.2315391854678799,2d,1.173412804841227
x_rf,random,29,0.168186808596755,0.310322046731843,2d,1.216597039606526
x_rf,bayes,0,0.1557528149744032,0.2575612218686436,4d,1.1468376537633709
x_rf,bayes,1,0.3037032074917165,0.3629753757799006,4d,1.1301607928188695
x_rf,bayes,2,0.0854089923050798,0.1564571766424815,4d,1.2387862400975225
x_rf,bayes,3,0.2990115994122352,0.2859980681891136,4d,1.1649952990993928
x_rf,bayes,4,0.1010414120754416,0.2746797621738396,4d,1.2063416557537403
x_rf,bayes,5,0.1267581159736815,0.2524048377099339,4d,1.1935541750919223
x_rf,bayes,6,0.1538071115355263,0.2543603796420965,4d,1.1337407095606948
x_rf,bayes,7,0.1268067732866833,0.1857695131295984,4d,1.187008885622329
x_rf,bayes,8,0.1849677366251597,0.3662157009864861,4d,1.22700107172772
x_rf,bayes,9,0.1142108195154931,0.1155520594757679,4d,1.2029928702481492
x_rf,bayes,10,0.1444097609453135,0.3756480203973479,4d,1.1662360214140266
x_rf,bayes,11,0.1131914809067976,0.1688489385169948,4d,1.1735232964856452
x_rf,bayes,12,0.2310558939031335,0.2201034507781637,4d,1.2606052428873362
x_rf,bayes,13,0.1416970248682955,0.2577280641983677,4d,1.1753473509228545
x_rf,bayes,14,0.0887620652622711,0.3098865861225312,4d,1.1777656532447456
x_rf,bayes,15,0.1149976331565837,0.2002939628920102,4d,1.2406305575338503
x_rf,bayes,16,0.1574017435180031,0.2113922265724448,4d,1.2543203594635808
x_rf,bayes,17,0.1286334314951749,0.2366166827692152,4d,1.1958121425636392
x_rf,bayes,18,0.0775743268821454,0.2021600898236785,4d,1.2234316099117457
x_rf,bayes,19,0.1422408748995209,0.2373697578712035,4d,1.2439213704188905
x_rf,bayes,20,0.122043533504734,0.1572400552160882,4d,1.2269873895905612
x_rf,bayes,21,0.1380146604494364,0.4554574927804597,4d,1.2565535610780565
x_rf,bayes,22,0.1619322065780562,0.1747552139284934,4d,1.1921944705577945
x_rf,bayes,23,0.1443172931288843,0.2339702077566221,4d,1.184844845181625
x_rf,bayes,24,0.0973353242910987,0.1658185995535033,4d,1.2543898992891205
x_rf,bayes,25,0.2147478786186926,0.2513645407139634,4d,1.1502511847937889
x_rf,bayes,26,0.1551163239546175,0.1854075036720585,4d,1.2401822748127342
x_rf,bayes,27,0.2497377464002585,0.1753548095284697,4d,1.215093239725168
x_rf,bayes,28,0.2304828322407688,0.1683928671001561,4d,1.1602562294931322
x_rf,bayes,29,0.1684237199702474,0.3060850577957984,4d,1.21507011860661
x_rf,random,0,0.1483506989448406,0.2128311548812965,4d,1.151205347638473
x_rf,random,1,0.2840334023229732,0.2749816850478896,4d,1.1525236116915651
x_rf,random,2,0.0855895584235811,0.1622262180840422,4d,1.2391264528140855
x_rf,random,3,0.301233458228311,0.1908062904657391,4d,1.1759367014031092
x_rf,random,4,0.1033782675643398,0.2348788910092731,4d,1.212107219232733
x_rf,random,5,0.1282347052521662,0.1540477650272079,4d,1.2015877730210869
x_rf,random,6,0.1555264184041165,0.2570559588916138,4d,1.1494505305298546
x_rf,random,7,0.1464533874817596,0.1516006165890239,4d,1.2044820116801525
x_rf,random,8,0.2014581343836797,0.3497534882494809,4d,1.2348166695348592
x_rf,random,9,0.0955415346048366,0.1660258172571428,4d,1.2113710376309064
x_rf,random,10,0.12221654531164,0.3392304110124288,4d,1.1677995310712246
x_rf,random,11,0.1141995967746931,0.1651371917497097,4d,1.1720287521248784
x_rf,random,12,0.2122737072708209,0.2397893043279836,4d,1.281670303784774
x_rf,random,13,0.1292731682215012,0.2098325952763846,4d,1.1798624845364578
x_rf,random,14,0.0872780160367291,0.2430015950396539,4d,1.1828688789768147
x_rf,random,15,0.1425030131125572,0.1567963279040682,4d,1.2416844529905164
x_rf,random,16,0.1625543012994736,0.1635711899312065,4d,1.2451280138957592
x_rf,random,17,0.1152287990312947,0.1964267437111176,4d,1.212517631712143
x_rf,random,18,0.069566768937964,0.1757448635734425,4d,1.2337272843978446
x_rf,random,19,0.1280924747350141,0.1796216105421453,4d,1.2585647265146267
x_rf,random,20,0.1474120843719696,0.1377497381017157,4d,1.2367568818717702
x_rf,random,21,0.1262343507708009,0.367171628901439,4d,1.2693443918590697
x_rf,random,22,0.1620238583918413,0.1796913149150871,4d,1.2090965671287708
x_rf,random,23,0.1791478697794029,0.1955355866516853,4d,1.192991203447784
x_rf,random,24,0.0902208421425367,0.1094957544243582,4d,1.2730566264331835
x_rf,random,25,0.1971220916000796,0.237314678501278,4d,1.1494692813657323
x_rf,random,26,0.1505314636748362,0.1373386714927564,4d,1.2384436504595082
x_rf,random,27,0.2022615377807996,0.1374098096966709,4d,1.2322845907269495
x_rf,random,28,0.2784139331015303,0.1404715800486249,4d,1.1664364937929064
x_rf,random,29,0.1497277671132941,0.2727171003586042,4d,1.2217668472374996
x_rf,bayes,0,0.1410249887350831,0.2090460929475752,6d,1.1464615911885392
x_rf,bayes,1,0.3024491054431406,0.390734543779304,6d,1.1355330267549413
x_rf,bayes,2,0.0910815812672974,0.1485334264557286,6d,1.2423606522117934
x_rf,bayes,3,0.2988736731825825,0.3112285272227019,6d,1.1664141746860273
x_rf,bayes,4,0.0917505764710357,0.1997448495525692,6d,1.213033512198069
x_rf,bayes,5,0.1276684919992577,0.2137127252612049,6d,1.1972116100213872
x_rf,bayes,6,0.1423533042374387,0.2352128365028332,6d,1.1472999240823427
x_rf,bayes,7,0.129312790103875,0.1612365868269359,6d,1.1877700696953928
x_rf,bayes,8,0.1895523407576301,0.4128511041888607,6d,1.230612090996288
x_rf,bayes,9,0.1251250548956594,0.130494465852626,6d,1.2067127271967786
x_rf,bayes,10,0.1191810756724537,0.3132588805350498,6d,1.1687261629403034
x_rf,bayes,11,0.1089893594936999,0.1777670034954917,6d,1.1770027615666463
x_rf,bayes,12,0.2042676201667995,0.2565173487623848,6d,1.2715779566949896
x_rf,bayes,13,0.132593329279574,0.2382192077421838,6d,1.171861704347033
x_rf,bayes,14,0.0758384783554377,0.3043671245100751,6d,1.1785143976219652
x_rf,bayes,15,0.191252569289482,0.1585790853551079,6d,1.2385065038367804
x_rf,bayes,16,0.1551015841132487,0.2151122581556391,6d,1.256234451305101
x_rf,bayes,17,0.1402273259188016,0.2404344304561846,6d,1.203889830994224
x_rf,bayes,18,0.0730986168833808,0.2038394340588632,6d,1.225391993790353
x_rf,bayes,19,0.1383365494363796,0.2061992008093872,6d,1.2465505035381466
x_rf,bayes,20,0.1153895546673142,0.1247778867972759,6d,1.2200212149657073
x_rf,bayes,21,0.1337570303028822,0.4271604367563149,6d,1.2588767459157644
x_rf,bayes,22,0.1745133141440764,0.1543364919127175,6d,1.201965517314811
x_rf,bayes,23,0.1768226836207546,0.2915490376274434,6d,1.1929122748113024
x_rf,bayes,24,0.1014964667482102,0.176081193993294,6d,1.2650672315372582
x_rf,bayes,25,0.201128816642948,0.2417627788855715,6d,1.145316893419464
x_rf,bayes,26,0.1727236305070285,0.131585240686336,6d,1.240536379627679
x_rf,bayes,27,0.2330656302145485,0.1824859723747331,6d,1.2338799128207227
x_rf,bayes,28,0.2418245474376688,0.1759071058245851,6d,1.1626059893003264
x_rf,bayes,29,0.162222087097839,0.28337212970428,6d,1.2181359521473178
x_rf,random,0,0.1453575393954338,0.1885059237776963,6d,1.150046365299368
x_rf,random,1,0.3243995868099669,0.3848887820183663,6d,1.1466868498076277
x_rf,random,2,0.1062548356324812,0.1342382088032341,6d,1.2456467766876365
x_rf,random,3,0.2697410151493944,0.2878180994577146,6d,1.1705347925507277
x_rf,random,4,0.1111270027300538,0.2679525152521499,6d,1.2286339041743906
x_rf,random,5,0.1210409302766263,0.2119768810582128,6d,1.2048524586996494
x_rf,random,6,0.1395606869985263,0.293398384082092,6d,1.1479597573379932
x_rf,random,7,0.1081960359910567,0.210105903192494,6d,1.2044703647238202
x_rf,random,8,0.1792893960717922,0.4122082924946849,6d,1.238762368584109
x_rf,random,9,0.1069776035655139,0.1794995663079256,6d,1.2121377980077044
x_rf,random,10,0.1185715871225269,0.2753328230206168,6d,1.178269153729922
x_rf,random,11,0.1193280300173301,0.1959667844903749,6d,1.173755305079477
x_rf,random,12,0.200531993188479,0.2072633749387467,6d,1.2751163310053335
x_rf,random,13,0.1150173297315556,0.1565674733602044,6d,1.1741968413620036
x_rf,random,14,0.0934331830761155,0.3003517384820293,6d,1.183424814065764
x_rf,random,15,0.127586438354751,0.1823398513200318,6d,1.2413535892892356
x_rf,random,16,0.1564852098926075,0.1885019231196482,6d,1.2608165798110882
x_rf,random,17,0.1106839431704572,0.2018054821779676,6d,1.2097444188343158
x_rf,random,18,0.0723546610211484,0.2155379828849923,6d,1.2369625869834573
x_rf,random,19,0.1486951470939131,0.1964140091713497,6d,1.249321999032911
x_rf,random,20,0.1298622901246531,0.1461775814550185,6d,1.2335770233425016
x_rf,random,21,0.1297471394503716,0.4269847592413946,6d,1.2689704820029328
x_rf,random,22,0.1635488560188988,0.1644693669676011,6d,1.2129987568761769
x_rf,random,23,0.1584969870614355,0.2251316760341926,6d,1.1876769570736816
x_rf,random,24,0.0836019503068599,0.1290250522783367,6d,1.2796701797217345
x_rf,random,25,0.2062542265474234,0.2105362691649849,6d,1.1503873284649486
x_rf,random,26,0.1579331396085029,0.1651355333881737,6d,1.234762522890418
x_rf,random,27,0.1974793667087044,0.1442415941809301,6d,1.231081833124298
x_rf,random,28,0.2490111167540976,0.1980187961711056,6d,1.1647487388059277
x_rf,random,29,0.1197085747260565,0.2185571652799663,6d,1.2208127912193178
